No	English	added	all	arm	back	barley	beautiful	bed	belt	big	black
218	Wolane	boora1	ќɨššo5	bǝrbǝre2	tǝras1	sahan1	ʔɨnќačče5	dǝbaʔulla1	zɨlam1	buša2	ruz1
219	Zway	buurǝ1	ʔantǝrǝ1	bǝrbaari2	gimma3	sahan1	hobudu7	duba1	zɨnab1	ќaay1	ruz1
220	English	rich	road	salt	Saturday	saw	seed	seven	she	sheep	short
221	Amharic	habtam1	mǝngǝd1	ćǝw1	ќɨdame1	ʔayyǝ1	zǝr1	sǝbatt1	ʔɨswa1	bǝg1	ʔaććɨr1
222	Argobba	dǝmam1	xɨyɨma2	čǝw1	sǝmbǝd2	xaye1	zǝri1	saʔint1	kɨssa1	xara2	hačɨrni1
223	Chaha	dǝngǝňňǝ2	ʔema2	ʔasso2	ќǝťansǝnbǝt1	ʔaǯǝ1	zǝr1	sǝbat1	xyɨta2	ťǝ3	ʔaćɨr1
224	Endegagn	dǝngǝňňǝ2	meya3	bǝʔǝd3	ennǝgǝyǝ3	ʔaššǝm1	zǝʔǝ1	sǝwʔat1	šidǝ3	ťay3	ʔiʔir1
225	Ezha	dǝngǝňňǝ2	ʔema2	ʔasso2	ќǝťansǝnbǝt1	ʔaǯǯǝm1	zǝr1	sǝbat1	xyit2	ťay3	ʔaćɨr1
226	Ge'ez	bɨʕul3	mǝngǝd1	śew1	ќǝdamitsǝnbǝt1	sǝrsǝrǝ2	zǝrʔ1	sǝbʕ1	yɨʔɨti2	bǝggɨʕ1	ħɨśǝś1
227	Gogot	dǝngǝňňa2	moćǝ3	ʔasso2	ќɨdansǝnbǝt1	mǝgaz3	zǝr1	sǝbǝtt1	kiya2	ʔǝte3	ʔaććɨr1
228	Gumer	dǝngǝnǝ2	ʔema2	ʔasso2	ќǝtasǝnbǝt1	ʔaššǝm1	zǝr1	sǝβat1	xyɨt2	ťay3	ʔaććɨr1
229	Gura	dǝngǝňňǝ2	ʔema2	ʔasso2	ќǝťansǝnbǝt1	ʔaǯǝ1	zǝr1	sǝbat1	xyɨt2	ťe3	ʔaćɨr1
230	Gyeto	dǝngǝňǝ2	mǝya3	ʔasǝwǝ2	ќǝťatsǝmbǝt1	mǝgaz3	zɨňʔǝ2	sǝbat1	sǝwʔat4	ťay3	ʔaćɨr1
231	Harari	baʔaw3	ʔuuga4	ťirǝssu4	sǝbti2	minšaar4	sǝňi2	saatti1	ʔazzee5	ťaay3	ħaćir1
232	Inor	dǝngǝňǝ2	meʔa3	bǝʔǝd3	ќǝťansǝnbǝt1	ʔaǯǝ1	zǝr1	saat1	xida2	ťay3	ʔeʔir1
233	Kistane	dǝngǝňňǝ2	moćǝ3	sogida5	kɨdansǝnbǝt1	ʔaǯǯǝ1	zǝr1	sǝbat1	kiya2	ʔǝťay3	ʔaććɨr1
234	Mesqan	dǝngǝňňǝ2	ʔema2	ʔasso2	kɨdansǝnbǝt1	ʔaǯǯǝ1	zǝr1	sebǝt1	xiti2	ʔǝťe3	ʔaććɨr1
235	Muher	dǝngǝňňǝ2	zǝba5	ʔassǝwǝ2	kǝdansǝnbǝt1	aǯǯǝm1	zǝr1	sǝbat1	xya2	ťe3	ʔaććɨr1
236	Oromo	dureessa4	ʔamna2	ʔašabo2	sanbata2	ʔarge1	šǝňňi2	torba2	ʔiše1	hoolaa4	gabaabaa2
237	Silt'e	duressǝ4	ʔunga4	ʔaruso2	ansǝnbǝt2	ʔanǯǝ1	zǝr1	saʔabat1	ʔiša1	ťay3	ʔanćɨr1
238	Tigre	śɨgub5	gǝbǝy6	śewe1	sǝnbǝt nɨʔɨš2	rǝʔa5	zǝrɨʔ1	sǝbuʔǝ1	hɨta2	bǝgguʕ1	ħaććar1
239	Tigrigna	habtam1	mǝngǝdi1	ćǝw1	qǝdam1	rǝʔayǝ5	zǝrʔi1	Šǝwʕatǝ1	nɨssa1	bǝgɨʕ1	ħaśśir1
240	Wolane	duressǝ4	ʔunğǝ4	ʔasǝbo2	ʔansǝnbǝt2	mǝgaz3	zaar1	sabt1	ʔɨšǝ1	ťay3	ʔanćɨr1
241	Zway	nɨbrǝtaňǝ5	ʔuunğǝ4	ʔasobu2	ʔanǝsǝnbǝt2	mǝgaz3	zǝrǝ1	sǝbɨt1	ʔit2	tay3	ʔanćɨr1
242	English	six	smoke	snatched	song	stone	stool	sucked	suddenly	sun	sunday
243	Amharic	sɨddɨst1	ćɨs1	nǝťťǝќǝ1	zǝfǝn1	dɨngay1	bǝrćuma1	ťǝbba1	dɨngǝt1	śǝhay1	ʔɨhud1
244	Argobba	sɨdɨst1	čis1	nǝťťǝќǝ1	zǝfǝn1	dɨngay1	gɨrumbǝd3	ťǝbba1	dɨngǝt1	čǝhed2	sǝmbǝd2
245	Chaha	sɨdɨst1	tǝn2	mǝćǝќǝm2	lale2	ʔɨmɨr2	bwǝrćuma1	tǝpwǝm1	matǝga2	ćet2	wursǝnbǝt2
246	Endegagn	sɨddɨst1	tan2	nǝťǝќǝ1	das3	ʔǝwn2	barćumma1	ťoppǝ1	ʔɨmmatǝg2	ʔayed3	ʔabbǝ3
247	Ezha	sɨdɨst1	tǝnn2	nǝťǝќǝ1	lale2	ʔɨmɨr2	bwǝrćuma1	ťǝbbwǝm1	ʔɨmmatingi2	ćet2	wɨrsǝnbǝt2
248	Ge'ez	sɨds1	tǝnn2	nǝťǝќǝ1	maħɨlet4	ʔɨbn2	mǝnbǝr2	ťǝbǝwǝ1	gɨbta3	ṩǝħay1	ʔɨħud1
249	Gogot	sɨddɨst1	tǝn2	nǝťťǝʔǝm1	dǝrɨs3	ʔɨmmaňňǝ3	bǝrćumma1	ťobbǝm1	dɨngǝt1	ʔimir4	sǝnbǝt2
250	Gumer	sɨddɨst1	tǝn2	nǝťǝќǝm1	weg5	ʔɨmɨr2	borćuma1	ťǝppwǝm1	dɨngǝt1	ćet2	wɨrsǝnbǝt2
251	Gura	sɨddɨst1	tǝn2	mǝćǝќǝm2	lale2	ʔɨmɨr2	wǝrćuma1	tǝpwǝm1	hɨmǝga2	ćet2	wursǝnbǝt2
252	Gyeto	sɨdɨst1	tǝn2	nǝťǝќǝ1	wǝyǝg5	ʔɨmɨr2	bwǝrćǝma1	ťǝpwǝ1	dɨngǝt1	ʔɨwayǝ3	sǝmbǝt2
253	Harari	siddistaaň1	tǝn2	tǝlǝfa3	fǝќǝr6	ʔuun4	wǝmbǝr2	ťǝba1	dǝgu1	ʔir4	ʔalħad1
254	Inor	sɨddɨst1	tǝn2	nǝťťǝќǝm1	lale2	ʔɨmɨr2	bǝrćɨma1	ťǝpwǝ1	dɨngǝt1	ʔɨwǝyə3	wursǝnbǝt2
255	Kistane	sɨdɨst1	tǝn2	moććǝќǝm2	dǝrs3	yimir2	wǝnbǝr2	ťobbǝm1	dɨngǝt1	yimɨr4	wursǝnbǝt2
256	Mesqan	sɨddɨst1	tǝnn2	meććǝќǝm2	dǝrs3	ʔɨmɨr2	borćuma1	ťobbǝ1	dɨngǝt1	ćet2	wursǝnbǝt2
257	Muher	sɨddɨst1	tǝn2	nǝťťǝќǝm1	dǝrrɨs3	ʔɨmaňňǝ3	bwǝrćɨmma1	ťǝbbwǝm1	dɨngǝt1	ʔaret4	wursǝnbǝt2
258	Oromo	ğaha2	ʔaara3	bute4	sirba7	ɗagaa5	barćuma1	luuge2	tasa4	ʔaduu5	dilbata4
259	Silt'e	sɨddɨst1	tǝn2	boććǝќǝ2	šɨbǝt8	ʔuun4	ќattǝ4	tobe1	dɨnbuť1	ʔayɨr4	gɨdɨrsǝnbǝt2
260	Tigre	sɨʔɨs1	tǝnan2	sǝllǝbǝ5	wǝtǝr5	ʔɨbɨn2	dɨkka5	šǝrba3	ʔɨbhamgǝm2	šɨmɨš6	sǝnbǝtʔabbɨy2
261	Tigrigna	ŠɨdduŠtǝ1	tɨkki4	mɨmnt6	dǝrfi3	ʔɨmni2	mənbər2	mǝśǝyǝ4	bɨhandɨbǝt5	śəħay1	sǝnbǝt2
262	Wolane	sɨddɨst1	tǝn2	boććǝќǝ2	šɨbǝt8	ʔun4	borćɨmma1	ťobe1	dɨngǝt1	ʔayr4	sǝnbǝt2
263	Zway	sɨddɨst1	tǝn2	nǝťǝќǝ1	šibay8	ʔumun2	ʔahbabit6	ťobuu1	dɨngǝt1	ʔarit4	sǝnbǝt2
264	English	sweat	ten	that	then	they	thick	thief	thin	this	three
265	Amharic	lab1	ʔassɨr1	ya1	kǝzziya1	ʔɨnnǝssu1	wǝfram1	leba1	ќǝććɨn1	yɨh1	sost1
266	Argobba	lab1	ʔassɨr1	ʔod2	wodgɨze1	kɨsɨm2	wɨfram1	leẞa1	ќǝčɨn1	hud2	sost1
267	Chaha	wɨzat2	ʔasɨr1	xɨx3	tǝhanќe2	xɨno2	ğǝnğɨr2	neba1	sɨsǝ2	zɨ3	sost1
268	Endegagn	ʔazat2	ʔassɨr1	xadǝ3	tǝhaʔegǝd2	huno2	gušɨr2	fangayǝ2	ќǝććɨn1	wa4	sost1
269	Ezha	wɨzat2	ʔasɨ1	za1	tǝhanќye2	xɨno2	ğǝnğɨr2	sǝrǝňňǝ3	sɨssǝ2	zɨx3	sost1
270	Ge'ez	ʕǝrǝќ3	ʕǝșru1	zɨkku4	ʔɨmzɨ3	ʔɨmmuntu3	śɨfuќ3	sǝraќi3	ќǝťťɨn1	zɨntu3	șǝlǝs1
271	Gogot	wɨzat2	ʔassɨr1	za1	zagɨzyǝ1	kɨnnǝwm2	dǝngɨn2	leba1	ќǝććɨn1	zi3	sost1
272	Gumer	wɨzat2	ʔassɨr1	xɨx3	tǝxanќe2	xɨno2	ğǝnğɨr2	nǝba1	sɨsa2	zɨ3	sost1
273	Gura	wɨzat2	ʔasɨr1	hata5	tǝhʔangye2	xɨnu2	ğǝnğɨr2	neba1	sɨsǝ2	zɨ3	sost1
274	Gyeto	wǝzat2	ʔasɨr1	xǝ3	xǝgɨzɨyǝ1	xɨnǝwa2	dɨnğɨr2	fǝngǝya2	ќǝćɨr1	zǝ3	soʔost1
275	Harari	wuuziʔ2	ʔassir1	ʔazzo6	bǝħǝr4	ʔazziyaač4	wadǝl4	rogi4	ќǝćiin1	yi1	šiʔišti1
276	Inor	ʔazat2	ʔasɨr1	xada3	tǝhɨm4	xɨnowa2	ğǝnğɨr2	fǝngǝya2	ќǝčɨr1	wǝda4	soʔost1
277	Kistane	wɨzat2	ʔasɨr1	za1	tǝkwa2	kɨnnǝm2	dǝdan5	leba1	ʔasťaťib3	zi3	sost1
278	Mesqan	wɨzat2	ʔasɨr1	za1	bǝhi4	xɨnno2	ğǝnğɨn2	leba1	ќɨččɨn1	zi3	sost1
279	Muher	wɨzat2	ʔassɨr1	za1	tǝhɨmange2	xɨnnǝw2	ğǝnğɨn2	leba1	sǝssǝ2	zi3	sost1
280	Oromo	hurkaa4	kuɗan2	san7	sanbooda5	ʔisaan1	furdaa6	hattuu5	ќallaa4	kun5	sadi1
281	Silt'e	wɨzǝt2	ʔassɨr1	hattay5	tǝʔizof6	ʔuxun5	mǝgǝrri7	ranği4	ќǝčɨn1	ʔɨnnǝ6	šešt1
282	Tigre	lǝhǝbǝt5	ʔasɨr1	lahay8	ħar7	hɨtom2	gǝzif8	serќay3	ќǝťin1	dǝlli7	sǝlǝs1
283	Tigrigna	rɨhaś6	ʕasərtǝ1	ʔɨti9	šɨʕu10	nɨssatən1	śɨnnuʕ9	səraqi3	qǝťťin1	ʔɨzzi3	sǝləstǝ1
284	Wolane	wǝzi2	ʔassɨr1	ʔannǝ10	ʔannǝgɨn9	ʔuhun5	mǝgǝrri7	ranği4	ќǝćɨn1	zi3	šešt1
285	Zway	wǝz2	ʔassɨr1	yahay8	yanegi1	ʔɨnommu1	zuurra10	leba1	ќǝćɨn1	ʔɨnačču6	šešt1
286	English	thursday	time	today	tomorrow	traveler	two	war	water	wednesday	what
287	Amharic	hamus1	gizze1	zare1	nǝgǝ1	mǝngǝdǝňňa1	hulǝtt1	ťorɨnǝt1	wɨha1	ʔɨrob1	mɨn1
288	Argobba	kamis1	wǝќt2	huma2	nǝg1	hemǝňňa1	ket1	ťorɨnǝt1	ʔahowa1	ʔabdɨќadɨr2	mɨn1
289	Chaha	ʔamus1	ʔǝga3	ʔǝkwa3	nǝgǝ1	ʔemǝnǝ1	xwet1	gaz2	ʔɨxa2	ʔǝro1	mɨrќar2
290	Endegagn	ʔamus1	gidad7	ʔakka3	nǝgǝ1	meňňǝ1	hurʔǝt1	ʔarɨw3	ʔɨxǝ2	ʔarbe1	mɨrafǝr2
291	Ezha	ʔamus1	ʔǝga3	ʔǝkkwa3	nǝgǝ1	ʔemǝnnǝ1	xwett1	ʔarb3	ʔɨxa2	ʔǝrǝw1	mǝʔe1
292	Ge'ez	ḫǝmus1	gize1	yom2	gesǝm2	ħǝwari2	kɨlʔǝ1	ħǝrb3	may3	rǝbuʕ1	mɨnt1
293	Gogot	ʔamus1	ge1	ʔǝkkwa3	negǝ1	yǝmoćasǝb3	kwett1	ʔarb3	ʔǝga2	ʔǝrob1	mɨʔe1
294	Gumer	ʔamwɨs1	gamwǝ8	ʔǝkkwa3	nǝgǝ1	ʔemǝnǝ1	xwet1	gaz2	ʔɨxa2	ʔǝro1	mɨrќar2
295	Gura	ʔamus1	ʔǝga3	ʔǝkwa3	nǝgǝ1	ʔemǝna1	xwet1	gaz2	ʔɨxa2	ʔǝro1	mɨrќar2
296	Gyeto	ʔamus1	ʔǝga3	ʔǝkwa3	nǝgǝ1	marǝdǝňǝ1	xwet1	ʔarɨb3	ʔixa2	ʔǝro1	mǝmɨr2
297	Harari	xamis1	waќti2	ħooği4	giš2	musaafir4	koot1	ħaarbi3	miy3	ʔarbaʔa1	min1
298	Inor	ʔamus1	gɨzɨyǝ1	ʔokwa3	nǝgǝ1	ʔemǝňǝ1	wɨrʔet1	gaz2	ʔɨxa2	ʔǝro1	mɨrʔar2
299	Kistane	xamus1	gɨzye1	ʔaxuň3	nǝgǝ1	ʔǝngǝdǝňňa1	kitt1	tiğǝ4	yiga2	xǝrob1	mɨn1
300	Mesqan	ʔamus1	gɨzye1	ʔakwa3	nǝgǝ1	ʔɨmatǝňňa1	xwett1	ʔarɨb3	ʔǝga2	ʔǝrob1	mɨrќar2
301	Muher	ʔamus1	ge1	ʔǝkkwa3	nǝgǝ1	mǝngǝdǝňa1	xwett1	gaz2	ʔɨga2	ʔǝrob1	mɨʔe1
302	Oromo	kamisa1	yaroo5	harra5	boru3	ʔeemala1	lama2	waraana5	bišaan4	roobii1	maal1
303	Silt'e	xamus1	wǝќt2	ʔawğe6	gees2	ʔungawǝro5	ʔošt3	ʔarb3	mǝy3	harbe1	mɨn1
304	Tigre	kǝmiš1	wǝќɨd2	yom2	fǝnguħ4	gǝyaŠay6	kǝlʔet1	hɨrabǝt3	may3	ʔɨrrobɨʔ1	mi1
305	Tigrigna	ħammus1	ʔɨwan6	lomi7	śɨbah5	gǝyaŠay6	kɨltǝ1	kwinat6	may3	rəbuʕ1	ʔɨntay3
306	Wolane	xamus1	gɨn1	ʔawğe6	gees2	ʔungǝtǝňňe1	hoyt3	ʔarb3	mǝy3	ʔarbɨyǝ1	mɨn1
307	Zway	ʔamuus1	gi1	ʔawği6	gees2	ʔungǝtǝňǝ1	hoyt3	sinaan7	mǝy3	ʔɨroob1	mɨn1
308	English	wheat	which	who	wide (adj)	wind	with	woman	word	you	down
309	Amharic	sɨnde1	yǝtɨňňaw1	man1	sǝffi1	nɨfas1	gar1	setɨyyo1	ќal1	ʔantǝ1	tačč1
310	Argobba	ќamǝdi2	yedɨňňaw1	mani1	sǝfi1	nɨfas1	bǝ2	nisča2	ќal1	ʔank1	wǝdǝtef2
311	Chaha	sɨnǝ1	ʔǝndehuta2	mwan1	bǝtɨt2	ʔɨnfas1	tǝhut3	mɨšt3	ќar1	ʔaxǝ1	tǝtnǝyǝ1
312	Endegagn	sɨneʔ1	ʔǝtǝdǝ2	man1	bǝttǝd2	ʔɨnfas1	tɨhudǝ3	mist3	ќal1	ʔaxǝ1	gǝdǝni3
313	Ezha	sɨnne1	ʔɨndeyǝta2	mwan1	bǝttɨt2	nǝfas1	gi1	mɨšt3	ќar1	zahǝ2	tǝttɨnya1
314	Ge'ez	șɨrnay1	ʔǝynu3	mǝnnu1	rɨħub3	nǝfas1	mɨslǝ4	bɨʔɨsit3	ќal1	ʔantǝ1	walaga4
315	Gogot	sɨrre1	ʔettǝ2	ma1	bǝtɨt2	nɨfas1	bǝ2	mɨšt3	ќal1	ʔax1	tǝt1
316	Gumer	sɨnay1	ʔetǝta2	mwan1	bǝtɨt2	nɨfas1	gamwǝ1	mɨšt3	ќar1	ʔaxǝ1	wǝsťɨnyǝ5
317	Gura	sɨne1	ʔetǝta2	mwan1	bǝtɨt2	ʔɨnfas1	gamwa1	mɨšt3	ќar1	ʔaxǝ1	wǝsťiniyǝ5
318	Gyeto	sɨneʔ1	ʔaytǝxta2	mwan1	bǝttǝt2	nɨfas1	bǝ2	mɨšt3	ќar1	ʔaxma1	wǝsť5
319	Harari	ќamǝdi2	ʔaay3	maan1	zǝgaħ4	duuf2	be2	ʔidooč4	sinaan2	ʔaxaaxaač1	taħay1
320	Inor	sɨnǝʔ1	ʔǝtǝdo2	man1	bǝtɨt2	nǝfas1	gǝzyǝ1	mɨšt3	ќar1	ʔaxǝ1	gǝdaniyǝ3
321	Kistane	sɨrre1	yɨtta1	ma1	bǝtǝt2	nǝfas1	goy1	mɨšt3	ќal1	dǝxǝ3	tǝtatǝy1
322	Mesqan	sirre1	ʔetti2	mwa1	bǝttǝt2	nɨfas1	tǝge5	mɨšt3	ќal1	ʔaxa1	tǝtǝtte1
323	Muher	sɨrre1	ʔɨnťewe2	ma1	bǝttɨt2	ʔɨnfas1	ge1	mɨšt3	ќal1	ʔatǝ1	tǝttiyǝ1
324	Oromo	ќamadi2	kam4	ʔeeňňu2	balʔa5	ќilleensa3	wağğiin6	ğaarti5	ğačča3	ʔati1	gadi3
325	Silt'e	sɨrǝy1	ʔaytay2	maani1	fǝtt2	nɨfas1	tuuha3	mɨšt3	ќal1	ʔatǝ1	ʔuftǝkolo6
326	Tigre	šɨrnay1	ʔaya3	mǝn1	mǝrhabib6	nɨfas1	mɨs4	ʔɨssit3	zuʕ4	ʔɨnta1	tǝħat1
327	Tigrigna	sɨrnay1	ʔayyǝn3	mən1	gǝffiħ1	nɨfas1	mɨs4	sǝbʔayti1	qal1	nɨsɨxa3	kǝtač1
328	Wolane	sɨre1	ʔayne3	ma1	fǝtti2	nɨfas1	bǝ2	mɨšt3	ќal1	ʔatǝ1	tut1
329	Zway	sɨre1	ʔayte2	ma1	sǝffi1	nɨfas1	bǝ2	set1	ќal1	ʔatǝ1	wɨst5
